OrnamentID,OrnamentName,OrnamentType,SortID,OrnamentFrame,Coloration,UsedForPreview,ItemQuality,ResolveAmount,ExpendZeny,ItemGrade,AttrLuxury,AttrMaturity,AttrElegancy,AttrRomance,AttrDarkTone,IsShare,IsHide,LocalizationArea,
1080065,深渊面罩,2,3117,0,,1,3,2034003=7=10,10000,1,73,68,-59,40,70,0,,9,
1080066,傲慢之像,2,3118,0,,1,3,2034003=7=10,10000,1,73,68,-59,40,70,0,,9,
1080067,学者眼镜,2,2101,0,,1,2,2034003=4=6,10000,1,-54,68,60,-60,-70,0,,9,
1080068,无表情的假面,2,2102,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080069,吓坏眼的假面,2,2103,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080070,讨厌的假面,2,2104,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080071,狡猾的面具,2,2105,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080072,坏笑的假面,2,2106,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080073,假笑的假面,2,2107,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080074,奇怪的假面,2,2108,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080075,傻笑的假面,2,2109,0,,1,2,2034003=4=6,10000,1,-64,-60,-58,52,-57,0,,,
1080076,哥布灵首领假面,2,4060,0,,1,4,2034003=12=18,10000,1,-72,72,-80,52,-60,0,,9,
1090051,姜饼人饼干,3,3127,0,,1,3,2034003=7=10,10000,2,64,-67,60,-57,-40,0,,9,
1090052,圣诞老人络腮胡,3,3128,0,,1,3,2034003=7=10,10000,2,64,-67,60,-57,-40,0,,9,
1090053,冬日保暖口罩,3,2111,0,,1,2,2034003=4=6,10000,2,-42,-60,20,60,-40,0,,9,
1090054,吹吹卷,3,3132,0,,1,3,2034003=7=10,10000,2,70,72,78,58,-30,0,,9,
1090055,吐舌头,3,2112,0,,1,2,2034003=4=6,10000,2,-64,-88,-48,-52,-20,0,,9,
1090056,战俘口罩,3,2113,0,,1,2,2034003=4=6,10000,2,-50,-86,50,-40,-40,0,,9,
1100016,圣诞礼物袋,4,4058,0,,1,4,2034003=12=18,10000,2,70,-58,78,63,-50,0,,9,
1100017,雪娃娃气球,4,3129,0,,1,3,2034003=7=10,10000,2,70,-73,78,-68,-68,0,,9,
1100018,萌猫太空舱,4,4064,0,,1,4,2034003=12=18,10000,2,80,-90,72,78,-80,0,,9,
1100019,骑士盾牌,4,4057,0,,1,4,2034003=12=18,10000,2,81,73,-80,40,-68,0,,9,
1100021,巨大的烟花炮,4,4063,0,,1,4,2034003=12=18,10000,2,-82,-76,60,62,-71,0,1,11,
1070218,牧师机甲帽子,1,4055,0,,1,4,2034003=12=18,10000,1,81,62,80,60,-68,1,,9,
1070219,法师机甲帽子,1,4056,0,,1,4,2034003=12=18,10000,1,81,62,80,60,-68,1,,9,
1070220,恶魔波利帽子,1,3164,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,,9,
1070221,爆米花桶,1,9999,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,1,11,
1070222,拉面帽子,1,3165,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,,9,
1070223,青蛙毛线帽,1,9999,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,1,11,
1070224,圣火头冠,1,4059,0,,1,4,2034003=12=18,10000,1,82,73,86,90,-80,1,,9,
1070225,熊猫帽,1,3151,0,,1,3,2034003=7=10,10000,1,-60,-80,71,80,-50,1,,9,
1070226,玩具士兵帽子,1,3133,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,,9,
1070227,风元素娃娃,1,9999,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,1,9,
1070228,地元素娃娃,1,9999,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,1,9,
1070229,水元素娃娃,1,9999,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,1,9,
1070230,火元素娃娃,1,9999,0,,1,3,2034003=7=10,10000,1,-42,-60,20,60,-40,1,1,9,
1070255,酷黑羽毛贝雷帽,1,2120,0,,1,2,2034003=4=6,10000,1,-53,35,-77,53,100,1,,2,
1080077,金钱眼,2,3161,0,,1,3,2034003=7=10,10000,1,65,70,-62,-60,-71,0,,9,
1080078,蒙面眼罩,2,3158,0,,1,3,2034003=7=10,10000,1,-64,70,-89,60,-90,0,,11,
1070268,应援团的头带,1,3182,0,,1,3,2034003=7=10,10000,1,-65,25,60,-54,-35,1,1,2,
1090066,应援团的哨子,3,2122,0,,1,2,2034003=4=6,10000,2,-41,-22,30,-38,-20,0,1,2,
1080079,毛绒球耳饰,2,9999,0,,1,2,2034003=4=6,10000,1,-64,-88,30,-20,-20,0,1,11,
1090057,光盘,3,3161,0,,1,2,2034003=4=6,10000,2,-50,-86,50,-40,-40,0,,9,
1100020,小熊布偶背包,4,3119,0,,1,3,2034003=7=10,10000,2,72,-80,78,72,-76,0,,,
1070231,2020至臻绅士帽,1,3134,0,,1,3,2034003=7=10,10000,1,-75,73,69,76,89,1,,9,
1080080,2020至臻眼镜,2,3135,0,,1,3,2034003=7=10,10000,1,-85,71,62,-71,63,0,,9,
1070232,烟花发箍,1,3136,0,,1,3,2034003=7=10,10000,1,85,-81,70,61,-69,1,,9,
1070233,牛气冲天发饰,1,3137,0,,1,3,2034003=7=10,10000,1,-63,71,-62,-53,61,1,,9,
1070234,奶牛玩偶头套,1,3138,0,,1,3,2034003=7=10,10000,1,52,-81,51,83,-62,1,,9,
1080081,福袋耳坠,2,2114,0,,1,2,2034003=4=6,10000,1,51,-71,68,-53,-62,0,,9,
1090058,叼在嘴里的福袋,3,3139,0,,1,3,2034003=7=10,10000,2,51,-65,68,-53,-72,0,,9,
1090059,花牌,3,2116,0,,1,2,2034003=4=6,10000,2,-63,-64,-60,-67,-62,0,,9,
1090060,烟花棒,3,3140,0,,1,3,2034003=7=10,10000,2,-75,-73,60,70,-93,0,,9,
1090061,心形烟花棒,3,4061,0,,1,4,2034003=12=18,10000,2,-69,-82,50,70,-93,0,1,9,
1090062,星星烟花棒,3,4062,0,,1,4,2034003=12=18,10000,2,-69,-81,50,70,-96,0,,9,
1100022,青纱灯笼,4,3142,0,,1,3,2034003=7=10,10000,2,69,76,70,68,-71,0,,9,
1070235,瓜皮帽子,1,3162,0,,1,3,2034003=7=10,10000,1,-65,-70,-65,-70,62,1,,9,
1070236,青蛙雨伞,1,3171,0,,1,3,2034003=7=10,10000,1,-30,-50,88,-77,-65,1,,2,
1070237,RO渔夫帽,1,3143,0,,1,3,2034003=7=10,10000,1,85,-81,70,61,-69,1,0,9,
1070238,猫耳渔夫帽,1,3169,0,,1,3,2034003=7=10,10000,1,-50,-81,60,50,-66,1,,9,
1070239,记者的帽子,1,3154,0,,1,3,2034003=7=10,10000,1,85,-81,70,61,-69,1,,2,
1078001,诗嘉古尔的庇佑头饰,1,5001,0,,1,5,2034003=12=18,10000,1,-42,-60,20,60,-40,1,,9,
1088001,诗嘉古尔的庇佑脸饰,2,5002,0,,1,5,2034003=12=18,10000,1,-64,-88,30,-20,-20,0,,9,
1098001,诗嘉古尔的庇佑嘴饰,3,5003,0,,1,5,2034003=12=18,10000,2,-50,-86,50,-40,-40,0,,9,
1108001,诗嘉古尔的庇佑背饰,4,5004,0,,1,5,2034003=12=18,10000,2,-60,-90,40,30,-50,0,,9,
1078003,诗嘉古尔的庇佑头饰,1,5005,0,,1,5,2034003=12=18,10000,1,-42,-60,20,60,-40,1,,9,
1088003,诗嘉古尔的庇佑脸饰,2,5006,0,,1,5,2034003=12=18,10000,1,-64,-88,30,-20,-20,0,,9,
1098003,诗嘉古尔的庇佑嘴饰,3,5007,0,,1,5,2034003=12=18,10000,2,-50,-86,50,-40,-40,0,,9,
1108003,诗嘉古尔的庇佑背饰,4,5008,0,,1,5,2034003=12=18,10000,2,-60,-90,40,30,-50,0,,9,
1078002,亚尔薇特的祝福头饰,1,5009,0,,1,5,2034003=12=18,10000,1,-42,-60,20,60,-40,1,,9,
1088002,亚尔薇特的祝福脸饰,2,5010,0,,1,5,2034003=12=18,10000,1,-64,-88,30,-20,-20,0,,9,
1098002,亚尔薇特的祝福嘴饰,3,5011,0,,1,5,2034003=12=18,10000,2,-50,-86,50,-40,-40,0,,9,
1108002,亚尔薇特的祝福背饰,4,5012,0,,1,5,2034003=12=18,10000,2,-60,-90,40,30,-50,0,,9,
1078004,亚尔薇特的祝福头饰,1,5013,0,,1,5,2034003=12=18,10000,1,-42,-60,20,60,-40,1,,9,
1088004,亚尔薇特的祝福脸饰,2,5014,0,,1,5,2034003=12=18,10000,1,-64,-88,30,-20,-20,0,,9,
1098004,亚尔薇特的祝福嘴饰,3,5015,0,,1,5,2034003=12=18,10000,2,-50,-86,50,-40,-40,0,,9,
1108004,亚尔薇特的祝福背饰,4,5016,0,,1,5,2034003=12=18,10000,2,-60,-90,40,30,-50,0,,9,
1070240,沙漏头饰,1,3146,0,,1,3,2034003=7=10,10000,1,70,68,69,-69,-65,1,,9,
1070241,圣职者之冠,1,3147,0,,1,3,2034003=7=10,10000,1,-68,70,82,60,-62,1,,9,
1070242,玩具国王皇冠,1,3148,0,,1,3,2034003=7=10,10000,1,75,-79,80,61,-65,1,,9,
1070243,怀表发饰,1,4065,0,,1,4,2034003=12=18,10000,1,72,73,68,-65,-67,1,,9,
1070244,冰暴头饰,1,4066,0,,1,4,2034003=12=18,10000,1,67,71,-71,-90,-60,1,,9,
1070245,曼陀罗帽子,1,3149,0,,1,3,2034003=7=10,10000,1,-62,-87,-64,-62,-67,1,,9,
1070246,魔女的帽子,1,3150,0,,1,3,2034003=7=10,10000,1,78,-65,-71,64,-72,1,,9,
1070247,时空之环,1,3145,0,,1,3,2034003=7=10,10000,1,72,70,80,-60,-60,1,,9,
1080082,冰暴面具,2,4067,0,,1,4,2034003=12=18,10000,1,-60,70,-80,-90,-60,0,,9,
1070248,鸟窝头饰,1,3155,0,,1,3,2034003=7=10,10000,1,65,-84,64,70,-40,1,,9,
1070249,七彩大嘴鸟的翅膀,1,4098,0,,1,4,2034003=12=18,10000,1,60,-55,80,21,-53,1,1,9,
1080083,复古眼镜,2,2121,0,,1,2,2034003=4=6,10000,1,-64,-88,30,-20,-20,0,,9,
1070250,落夜蝴蝶,1,3156,0,,1,3,2034003=7=10,10000,1,80,-79,-75,-60,92,1,,11,
1070251,蝴蝶绅士礼帽,1,3157,0,,1,3,2034003=7=10,10000,1,80,81,-75,62,92,1,,11,
1080084,蝴蝶之吻,2,4070,0,,1,4,2034003=12=18,10000,1,80,-79,-75,-60,92,0,,9,
1100023,暗夜精灵之翼,4,4071,0,,1,4,2034003=12=18,10000,2,80,-79,-75,-60,92,0,,9,
1070252,草莓果冻帽,1,3159,0,,1,3,2034003=7=10,10000,1,-58,-80,60,-61,-70,1,,9,
1080085,草莓贴纸,2,2117,0,,1,2,2034003=4=6,10000,1,-70,-75,50,-50,-50,0,,9,
1090063,草莓吸管,3,3160,0,,1,3,2034003=7=10,10000,2,65,-70,60,-62,-70,0,,9,
1070253,童真礼结帽,1,3167,0,,1,3,2034003=7=10,10000,1,-88,-22,30,10,-30,1,,11,
1070254,童真兔子帽,1,4073,0,,1,4,2034003=12=18,10000,1,-30,-80,50,28,-40,1,,9,
1080086,童真眼镜,2,3168,0,,1,3,2034003=7=10,10000,1,-15,-65,-30,-35,-20,0,,11,
1090064,童真冰淇淋,3,4074,0,,1,4,2034003=12=18,10000,2,-30,-40,15,-88,-55,0,,11,
1100024,童真雨伞,4,4075,0,,1,4,2034003=12=18,10000,2,30,-50,50,60,-25,0,,9,
1070267,街头艺人帽子,1,3181,0,,1,3,2034003=7=10,10000,1,-40,60,45,-20,80,1,,9,
1070256,西瓜帽,1,3172,0,,1,3,2034003=7=10,10000,1,-34,-80,50,55,-78,1,,9,
1090065,小冰棍,3,2118,0,,1,2,2034003=4=6,10000,2,-88,-36,15,-99,-50,0,,9,
1100025,西瓜汁水枪,4,4076,0,,1,4,2034003=12=18,10000,2,30,-66,50,-81,-50,0,,9,
1080087,伤口贴,2,2119,0,,1,2,2034003=4=6,10000,1,-64,-88,30,-20,-20,0,1,9,
1070257,螃蟹帽子,1,3174,0,,1,3,2034003=7=10,10000,1,35,-80,-50,55,-60,1,,9,
1070258,贝壳帽,1,3175,0,,1,3,2034003=7=10,10000,1,-36,50,-78,-42,60,1,,9,
1070259,海星头饰,1,3176,0,,1,3,2034003=7=10,10000,1,-52,-65,50,-65,-77,1,,9,
1070260,鳄鱼头套,1,3177,0,,1,3,2034003=7=10,10000,1,50,-80,-32,60,-78,1,,9,
1070261,女王坠饰,1,3178,0,,1,3,2034003=7=10,10000,1,-63,80,80,-50,-61,1,,9,
1070262,熔岩头饰,1,3179,0,,1,3,2034003=7=10,10000,1,58,-80,-41,50,33,1,,9,
1070263,水晶原石头盔,1,4077,0,,1,4,2034003=12=18,10000,1,72,-32,-58,25,-80,1,,9,
1100026,半龙之翼,4,4078,0,,1,4,2034003=12=18,10000,2,30,-66,-80,-81,-50,0,,9,
1080088,流氓贴纸,2,3180,0,,1,3,2034003=7=10,10000,1,-64,-20,-62,-40,60,0,,9,
1070269,猫耳遮阳帽,1,3186,0,,1,3,2034003=7=10,10000,1,-42,-60,50,-25,22,1,,9,
1080089,透光潜水镜,2,3187,0,,1,3,2034003=7=10,10000,1,-50,-35,45,-45,-60,0,,9,
1090067,贝壳嘴饰,3,3188,0,,1,3,2034003=7=10,10000,2,-88,-34,33,-60,-20,0,,9,
1100027,波利冲浪板,4,4079,0,,1,4,2034003=12=18,10000,2,-31,-81,60,-22,-60,0,,9,
1100028,鲨鱼冲浪板,4,4080,0,,1,4,2034003=12=18,10000,2,-31,-81,-60,-22,-60,0,,9,
1070271,菠萝耳机,1,3190,0,,1,3,2034003=7=10,10000,1,-62,-35,34,-33,30,1,,9,
1080090,菠萝贴纸,2,3191,0,,1,3,2034003=7=10,10000,1,-50,-61,-25,-29,-20,0,,9,
1080097,夏日太阳镜,2,3213,0,,1,3,2034003=7=10,10000,1,45,62,27,22,-33,0,1,9,
1090068,菠萝果肉,3,3192,0,,1,3,2034003=7=10,10000,2,-77,-24,25,-35,-30,0,1,9,
1090073,菠萝麦克风,2,3214,0,,1,3,2034003=7=10,10000,1,-50,-72,27,-29,-40,0,1,9,
1100033,菠萝电吉他,4,4084,0,,1,4,2034003=12=18,10000,2,50,-81,40,40,-60,0,,9,
1100034,菠萝饮料瓶,4,4085,0,,1,4,2034003=12=18,10000,2,50,-81,40,-40,-60,0,,9,
1070272,1周年甜点皇冠,1,3193,0,,1,3,2034003=7=10,10000,1,55,38,80,35,-40,1,,9,
1080091,1周年蛋糕眼镜,2,3194,0,,1,3,2034003=7=10,10000,1,-64,-56,30,-20,-20,0,,9,
1090069,1周年纸杯蛋糕,3,3195,0,,1,3,2034003=7=10,10000,2,-50,-66,50,-40,-40,0,,9,
1100035,1周年甜甜圈气球,4,4086,0,,1,4,2034003=12=18,10000,2,60,-80,57,30,-76,0,,9,
1100029,西瓜潜水瓶,4,4087,0,,1,4,2034003=12=18,10000,2,-50,-80,40,-45,-50,0,,9,
1100030,独角兽风筝,4,4088,0,,1,4,2034003=12=18,10000,2,66,65,80,30,-88,0,1,9,
1100031,梦幻星冰乐,4,4089,0,,1,4,2034003=12=18,10000,2,55,-30,40,-50,-80,0,1,9,
1100032,牛奶盒,4,4090,0,,1,4,2034003=12=18,10000,2,-80,-35,63,36,-50,0,1,9,
1100036,晴天娃娃,4,4091,0,,1,4,2034003=12=18,10000,2,-55,-60,82,30,-50,0,1,9,
1100037,城堡蛋糕气球束,4,4092,0,,1,4,2034003=12=18,10000,2,60,-80,57,30,-76,0,1,9,
1070273,风车头饰,1,3196,0,,1,3,2034003=7=10,10000,1,-60,38,50,-33,-40,1,1,9,
1070274,彩虹云朵,1,4093,0,,1,4,2034003=12=18,10000,1,-58,-80,77,-20,-55,1,1,9,
1070275,乌云,1,3197,0,,1,3,2034003=7=10,10000,1,-52,-30,-68,-29,50,1,,9,
1070276,樱花头饰,1,3198,0,,1,3,2034003=7=10,10000,1,-48,-50,62,-38,-45,1,1,9,
1070277,盛开花朵,1,3199,0,,1,3,2034003=7=10,10000,1,-61,-35,38,-50,-45,1,1,9,
1070278,糖果罐子,1,3200,0,,1,3,2034003=7=10,10000,1,47,-60,42,35,-55,1,1,9,
1070279,汽水头饰,1,3201,0,,1,3,2034003=7=10,10000,1,-52,-41,36,-63,-39,1,1,9,
1080092,3D眼镜,2,3202,0,,1,3,2034003=7=10,10000,1,-60,40,51,20,-44,0,1,9,
1080093,樱花眼镜,2,4094,0,,1,4,2034003=12=18,10000,1,81,59,40,-33,-54,0,1,9,
1080094,法老王贴纸,2,3203,0,,1,3,2034003=7=10,10000,1,-64,30,-55,-20,36,0,1,9,
1090070,蝴蝶花簇,3,3204,0,,1,3,2034003=7=10,10000,2,42,-62,50,-40,-46,0,1,9,
1090071,樱花嘴饰,3,3205,0,,1,3,2034003=7=10,10000,2,-38,-66,50,-32,-46,0,1,9,
1070280,圣天使护士帽,1,4095,0,,1,4,2034003=12=18,10000,1,52,79,91,35,-40,1,1,9,
1070281,鬣狗头套,1,4096,0,,1,4,2034003=12=18,10000,1,43,-52,-80,50,32,1,1,9,
1070282,趴趴暴焰熊头饰,1,3206,0,,1,3,2034003=7=10,10000,1,38,-52,-59,62,29,1,1,9,
1070283,卡浩之角,1,4097,0,,1,4,2034003=12=18,10000,1,-66,-62,-86,35,33,1,1,9,
1070284,七彩地龙头饰,1,3207,0,,1,3,2034003=7=10,10000,1,45,-63,59,45,-41,1,1,9,
1070285,火焰妖头饰,1,3208,0,,1,3,2034003=7=10,10000,1,39,-66,-58,71,-31,1,1,9,
1070286,金属波利头饰,1,3209,0,,1,3,2034003=7=10,10000,1,-50,38,-74,-30,46,1,1,9,
1070287,沙妖头饰,1,3210,0,,1,3,2034003=7=10,10000,1,-45,-60,-58,-57,39,1,1,9,
1100038,阿特罗斯图腾,4,4099,0,,1,4,2034003=12=18,10000,2,69,62,-88,30,60,0,1,9,
1100039,六翼哈比之翼,4,4100,0,,1,4,2034003=12=18,10000,2,66,-60,83,40,-62,0,1,9,
1080095,伊芙利特面具,2,4101,0,,1,4,2034003=12=18,10000,1,70,-65,-88,45,-49,0,1,9,
1070289,怪物生日帽1,1,2123,0,,1,1,2034003=1=3,10000,1,20,20,20,20,20,1,1,9,
1070290,怪物生日帽2,1,2124,0,,1,1,2034003=1=3,10000,1,20,20,20,20,20,1,1,9,
1100042,周年感恩花束,4,3218,0,,1,3,2034003=7=10,10000,2,40,60,77,30,50,0,,9,
