Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,FlyAcceptType,StoryBoardId,PostcardName,Text,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,PhasePositionSceneTask,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag,HideSymbol,AwardExhibition,IsShield,OpenSystemLimit,DropType,MonsterDrop,CollectDrop,LocalizationArea
22002010,,,花与歌,,26,2210,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,,15221=47,,,,,,,0,2,1,3,1,0,1,,,,,,1|2553=47,Activity_22002010_accept11,这是斐扬族一年一度的祭祀活动，可旁边的村长看起来有些烦恼，去问问他怎么回事吧！,1|15221=47,Activity_22002010_exec1,听完村长的话去找召唤出的灵魂聊聊吧,37|3=1,,灵魂需要平复一下心情，在旁边等等她吧,,,,,,,2,4=1=3=15221=47=118.27=20.31=198.36=176.00|4=1=24=2691519=47=118.27=20.31=198.36|3=0=25=2691519|3=0=4=15221,,,,,,失忆的灵魂好像平静下来了，可以去跟这个灵魂聊聊了！,2210,,Activity_22002010_finish,0,,,,,,,9
22002020,22002010,,花与歌,,26,2210,彩虹之约,30,25=0,0=0,25=0,,2,,2,2,,15222=47,15222=47,,,,,,,1,1,1,2,1,0,1,,,,,,37|3=1,,少女之灵正在施展术法，将记忆碎片掉落的次元空间展现出来,3|201357=1|47=105.11=20.32=192.56,,少女之灵赋予了奇妙的能力，快用这能力去寻找她的记忆碎片,3|201358=1|47=131.21=20.32=207.74,,看到了少女之灵的一部分记忆，在附近找找其他的记忆碎片,3|201359=1|47=129.62=20.32=194.24,,这附近还有最后一块的记忆碎片，找到它就能拼出少女之灵的完整记忆,,,,2,5=0=3=15222=47=118.27=20.31=198.36=176.00|4=1=11=201357=1=47=104.47=20.32=191.21|4=2=11=201358=1=47=132.15=20.32=209.03|4=3=11=201359=1=47=130.33=20.32=193.03|4=2=12=201357=1|4=3=12=201358=1|4=4=12=201359=1|3=0=14=1=0=12326|1=0=24=2691521=47=118.27=20.31=198.36|4=1=25=2691521|4=2=22=8010|4=3=22=8011|4=4=9=100085,,,,,赶走了幽灵后，灵魂好像稍微稳定了一些，问问它的愿望是什么吧,找到了全部的记忆碎片，将这些碎片还给少女之灵吧,2210,Activity_22002020_accept,Activity_22002020_finish,0,,,,,,,9
22002030,22002020,,花与歌,,26,2210,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,2553=47,15222=47,,,,,,,1,1,1,2,1,0,1,,,,,,1|15223=47,Activity_22002030_exec,灵石在降灵巫女手中，去找巫女借一下吧,1|15222=47,Activity_22002030_exec2,将借到的灵石交给少女之灵，帮助她恢复记忆,37|3=1,,少女之灵接过灵石后开始施法将记忆碎片融合,,,,,,,2,1=0=3=15223=47=129.96=15.98=132.73=92.00|3=0=4=15222|3=0=4=15223|4=2=24=2691520=47=118.27=20.31=198.36|4=3=25=2691520,,,,,少女之灵需要的灵石是什么，问问村长知不知道吧,少女之灵将记忆碎片融合后想起了许多事情，也想起了自己为何徘徊在这世间,2210,Activity_22002030_accept,Activity_22002030_finish,0,,,,,,,9
22002040,22002030,,风之章,,26,2220,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,15224=47,4024=60,,,,,,,0,1,1,3,1,0,1,,,,,,1|2553=47,Activity_22002040_exec,得知了少女之灵的第一个考验，去跟村长商量一下吧,7|2500=1|47=165.57=15.98=106.78,,完成村长设下的默契考验来证明你们的默契程度吧,1|2553=47,Activity_22002040_exec3,和村长商议如何找到少女之灵婚礼上演奏的人,,,,,,,2,5=0=3=15224=47=118.27=20.31=198.36=176.00|1=0=14=1=0=12327|3=0=22=8008|4=1=20=47=46|4=2=21=47=46,,,,,找到一个相爱之人去问少女之灵祝福的颜色吧,蝗虫乐队在伊斯鲁得的酒吧里演出，去问问他们愿不愿意参加少女之灵的婚礼,2210,Activity_22002040_accept,Activity_22002040_finish,0,,,,,,,9
22002050,22002040,,风之章,,26,2220,彩虹之约,30,25=0,0=0,25=0,,2,,2,2,,1371=21,1995=26,,,,,,,1,1,1,2,1,0,1,,,,,,3|201368=1|17=144.58=37.49=120.61,,替吟游诗人去花园收集一些巨大的根茎,1|1371=21,Activity_22002050_exec,收集了一些巨大的根茎，将这些材料交给吟游诗人修复他心爱的琴,1|1995=26,Activity_22002050_exec1,顺利找到了吟游诗人，接下来根据纸条上所说去找舞娘加入乐队吧,3|201360=1|19=78.19=12.16=140.01,,舞娘说梦罗克南部有复活草，去找找看吧,,,,2,4=3=11=201360=1=19=79.70=12.16=140.08|4=4=12=201360=1|1=0=11=201368=1=17=142.66=37.45=120.32|4=1=12=201368=1,,,,,根据蝗虫乐队经纪人给的纸条，在伊斯鲁得找到吟游诗人吧,找到了舞娘要的面膜材料了，快回去跟她说吧,2210,Activity_22002050_accept,Activity_22002050_finish,0,,,,,,,9
22002060,22002050,,风之章,,26,2220,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,1995=26,15224=47,,,,,,,1,1,1,2,1,0,1,,,,,,1|4024=60,Activity_22002060_exec,找好了乐队的新成员，回去跟经济人说吧,,,,,,,,,,,,,2,3=0=4=15224|3=0=19=12003,,,,1940010,给舞娘找来了面膜秘方中的复活草，把材料交给舞娘,已经将婚礼上演奏的乐队找好了，快回去告诉少女之灵吧,2210,Activity_22002060_accept,Activity_22002060_finish,0,,,,,,,9
22002070,22002030,,花之章,,26,2230,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,15227=47,10571=47,,,,,,,0,1,1,3,1,0,1,,,,,,1|2553=47,Activity_22002090_exec,向村长询问斐扬年龄最大的老者在哪里,,,,,,,,,,,,,2,5=0=3=15227=47=118.27=20.31=198.36=176.00,,,,,带上相爱之人去问少女之灵祝福的颜色吧,村长说了村里有个最年长的老者，快去找他吧,2210,Activity_22002090_accept,Activity_22002090_finish,0,,,,,,,9
22002080,22002070,,花之章,,26,2230,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,10571=47,15227=47,,,,,,,1,1,1,2,1,0,1,,,,,,5|0=1|47=98.67=20.32=141.26,,根据老奶奶的说法去寻找一些竹条和花瓣给她编织花环吧,7|2501=1|47=98.67=20.32=141.26,,收集到足够多的编花环材料，好让老奶奶编出超级无敌漂亮的花环,1|10571=47,Activity_22002110_exec,老奶奶说花环还需要一点时间，先回去跟少女之灵说说吧,,,,,,,2,4=1=20=47=47|4=2=21=47=47|4=2=14=1=0=12329|3=0=4=15227|3=0=19=12003,,,,1940010,找到村里最年长的长者，拜托她编织花环吧,找到了充满祝福的花环，快回去告诉少女之灵吧,2210,Activity_22002100_accept,Activity_22002110_finish,0,,,,,,,9
22002100,22002030,,猪之章,,26,2240,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,15225=47,15226=67,,,,,,,0,1,1,3,1,0,1,,,,,,7|5030=1|67=50.08=40.25=101.57,,完成少女之灵的第二个考验，狩猎到足够的野猪吧,,,,,,,,,,,,,2,5=0=3=15225=47=118.27=20.31=198.36=176.00|4=1=14=2=15226=12328|4=1=3=15226=67=44.81=40.24=75.20=43.00|1=0=20=67=6|4=1=21=67=6,,,,,约上相爱之人去问少女之灵祝福的颜色吧,旁边的猎人站着看了许久，好像有什么技巧可以教教,2210,Activity_22002070_accept,Activity_22002070_finish,0,,,,,,,9
22002110,22002100,,猪之章,,26,2240,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,15226=67,15225=47,,,,,,,1,1,1,2,1,0,1,,,,,,1|2553=47,Activity_22002080_exec,从猎人那儿获得了参赛券，回去找村长参加驱赶小野猪比赛吧,5|0=1|47=179.67=15.98=164.65,,根据村长所说，前往斐扬举办的驱赶小野猪比赛,7|2502=1|47=179.67=15.98=164.65,,完成驱赶小野猪比赛，体会驯化动物的快乐吧,,,,,,,2,3=0=4=15225|3=0=4=15226|4=2=20=47=48|4=3=21=47=48|3=0=19=12003,,,,1940010,旁边这个猎人好像知道些什么，不如去问问她吧,体会到了人性中对于食物丰收的原始快乐，回去找少女之灵吧,2210,Activity_22002080_accept,Activity_22002080_finish,0,,,,,,,9
22002120,22002030,,酒之章,,26,2250,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,15228=47,15252=47,,,,,,,0,1,1,3,1,0,1,,,,,,1|2577=47,Activity_22002120_exec,忧愁的少女之灵，想要品尝本地最好的酒，先去问问当地的酒家吧,,,,,,,,,,,,,2,5=0=3=15228=47=118.27=20.31=198.36=176.00|1=0=3=15252=47=161.85=15.98=124.82=332.00,,,,,带上相爱之人去问少女之灵祝福的颜色吧,斐扬酿酒师的樱花酒好像很出名，快去找酿酒师问问吧,2210,Activity_22002120_accept,Activity_22002120_finish,0,,,,,,,9
22002130,22002120,,酒之章,,26,2250,彩虹之约,30,25=0,0=0,25=0,,2,,2,2,,15252=47,15252=47,,,,,,,1,1,1,2,1,0,1,,,,,,3|201361=1|47=91.45=15.98=77.69,,酿酒师愿意拿出自己珍藏的樱花酒，但需要一些新的酿酒材料，去附近找找他需要的酿酒材料吧,1|15251=47,Activity_22002130_exec,找到湖边的水精灵，拜托她给予精灵露水,3|201362=1|47=90.82=15.98=89.14,,得到了精灵露水，可以回去把材料交给酿酒师啦,,,,,,,2,5=0=11=201361=1=47=90.34=15.98=77.78|4=1=12=201361=1|4=2=11=201362=1=47=90.07=15.98=89.78|4=3=12=201362=1|4=1=3=15251=47=90.07=15.98=89.78=0|4=2=4=15251,,,,,去找斐扬里的酿酒师问问他还有没有樱花酒吧,得到了酿酒材料，可以回去找酿酒师了！,2210,Activity_22002130_accept,Activity_22002130_finish,0,,,,,,,9
22002140,22002130,,酒之章,,26,2250,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,15252=47,15228=47,,,,,,,1,1,1,2,1,0,1,,,,,,7|2503=1|47=156.83=15.98=127.77,,陪伤心的酿酒师喝喝酒聊聊天，纾解他心中的郁气,1|15252=47,Activity_22002140_exec,品尝过了酿酒师的好酒，时候不早了，该跟酿酒师道别了,,,,,,,,,,2,3=0=4=15228|3=0=4=15252|1=0=20=47=49|4=1=21=47=49|3=0=19=12003,,,,1940010,将酿酒师需要的材料都收集好了，回去找酿酒师吧,得到了斐扬最好的樱花酒，回去交给少女之灵吧,2210,Activity_22002140_accept,Activity_22002140_finish,0,,,,,,,9
22002150,22002030,,月之章,,26,2260,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,15230=47,15232=50,,,,,,,0,1,1,3,1,0,1,,,,,,1|1699=16,Activity_22002150_exec,吉芬不是有个时尚周刊的宣传员嘛，去问问她没准有什么想法呢,1|15231=50,Activity_22002150_exec2,根据宣传员的指引，找到时尚设计师说出少女之灵的诉求吧,,,,,,,,,,2,5=0=3=15230=47=118.27=20.31=198.36=176.00|4=1=3=15231=50=115.59=22.17=172.16=195.00|4=2=3=15232=50=169.56=17.23=127.69=17.00|4=2=3=15233=50=155.29=19.39=81.32=42.00|1=0=14=1=0=12332|4=2=22=8009,,,,,带上相爱之人去问少女之灵祝福的颜色吧,去找珠宝商买昂贵的月亮石，成为礼服上的一抹亮色,2210,Activity_22002150_accept,Activity_22002150_finish,0,,,,,,,9
22002160,22002150,,月之章,,26,2260,彩虹之约,30,25=0,0=0,25=0,,2,,2,2,,15233=50,15233=50,,,,,,,1,1,1,2,1,0,1,,,,,,1|15232=50,Activity_22002160_exec,跟珠宝商女儿交谈过后，感觉好像不太正常，快回去找珠宝商人商量一下,5|0=1|50=158.06=19.39=83.70,,拿着珠宝商给的符咒，帮他寻找他女儿体内的恶魔本体的所在之处,7|2504=1|50=158.06=19.39=83.70,,通过符咒寻找隐藏在深处，控制珠宝商女儿的恶魔,3|201363=1|50=155.76=19.39=82.66,,将恶魔击败后，驱散珠宝商女儿身上的诅咒,,,,2,4=2=20=50=3|4=3=21=50=3|4=3=11=201363=1=50=155.29=19.39=81.32|4=4=12=201363=1,,,,,找到珠宝商的女儿，跟她交流一下吧,询问珠宝商女儿为什么与恶魔签订契约,2210,Activity_22002160_accept,Activity_22002160_finish,0,,,,,,,9
22002170,22002160,,月之章,,26,2260,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,15232=50,15230=47,,,,,,,1,1,1,2,1,0,1,,,,,,1|15231=50,Activity_22002170_exec,珠宝商人作为回报赠与了珍贵的月亮石，拿回去给时尚设计师看看吧,37|5=1,,等待设计师完成婚礼礼服的最后一个步骤,,,,,,,,,,2,3=0=4=15230|3=0=4=15231|3=0=4=15232|3=0=4=15233|4=2=14=1=0=12333|4=4=10=3741801|4=5=23=3741801|3=0=19=12003,,,,1940010,将事情的原委告诉珠宝商，让父女两重归于好,少女之灵看到你们互相拍照留念后，似乎有所感触,2210,Activity_22002170_accept,Activity_22002170_finish,0,,,,,,,9
22002180,22002030,,戒之章,,26,2270,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,15234=47,1354=21,,,,,,,0,1,1,3,1,0,1,,,,,,1|2553=47,Activity_22002180_exec,得知了少女之灵的愿望，问问村长该如何做吧,,,,,,,,,,,,,2,5=0=3=15234=47=118.27=20.31=198.36=176.00|1=0=14=1=0=12334,,,,,带上相爱之人去问少女之灵祝福的颜色吧,村长告知了伊斯鲁得有一个十分了得的铁匠，去问问他如何制作少女之灵想要的戒指吧,2210,Activity_22002180_accept,Activity_22002180_finish,0,,,,,,,9
22002190,22002180,,戒之章,,26,2270,彩虹之约,30,25=0,0=0,25=0,,2,,2,2,,1354=21,1354=21,,,,,,,1,1,1,2,1,0,1,,,,,,3|201369=1|25=139.81=12.21=137.02,,根据匠人所说，找到一些制作戒指的材料吧,3|201370=1|25=140.09=12.21=136.11,,,,,,,,,,,,1,1=0=11=201369=1=25=140.47=12.21=137.65|4=1=12=201369=1|4=1=11=201370=1=25=140.83=12.21=136.78|4=2=12=201370=1,,,,,铁匠爽快的答应了可以制作少女之灵要的戒指，不过手上没有合适的材料，需要去帮他找到一些合适的材料,收集到了足够的材料，快回去找铁匠制作戒指吧,2210,Activity_22002190_accept,Activity_22002190_finish,0,,,,,,,9
22002200,22002190,,戒之章,,26,2270,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,15234=47,15234=47,,,,,,,1,1,1,2,1,0,1,,,,,,7|2505=1|47=117.78=20.32=195.15,,少女之灵双手握着戒指，不断念着爱人名字，守护她不被其他恶灵攻击,1|15235=47,Activity_22002200_exec,一道身影在少女之灵的召唤下，慢慢显现,,,,,,,,,,2,1=0=20=47=50|4=1=21=47=50|4=1=3=15235=47=114.90=20.32=196.32=181.00|3=0=4=15234|3=0=4=15235|3=0=19=12003,,,,1940010,将戒指带回去给少女之灵吧,爱人的灵魂在少女之灵的召唤下出现了，少女之灵喜极而泣,2210,Activity_22002200_accept,Activity_22002200_finish,0,,,,,,,9
22002210,22002030,,梦之章,,26,2280,彩虹之约,30,25=0,0=0,25=0,,2,,1,2,,2553=47,10571=47,,,,,,,0,1,1,3,1,0,1,,,,,,1|15238=47,Activity_22002210_exec,飓风乐队应约而至，去找他们聊聊吧,3|201367=1|47=156.61=23.86=194.51,,随着音乐舞动你的身体，感受飓风乐队充满活力和激情的音乐,1|15240=47,Activity_22002210_exec4,降灵女巫也来参加婚礼了，去跟她聊聊天吧,,,,,,,2,1=0=3=15236=47=154.37=23.86=197.90=98.00|1=0=3=15237=47=156.37=23.86=198.38=278.00|1=0=3=15238=47=157.96=23.86=192.55=258.00|1=0=3=15246=47=154.35=23.86=192.40=236.00|1=0=3=15247=47=151.76=23.86=192.94=236.00|1=0=3=15248=47=151.26=23.86=189.50=240.00|1=0=3=15239=47=163.89=23.86=201.13=232.00|1=0=3=15240=47=164.27=23.86=195.87=241.00|1=0=3=15241=47=153.11=23.86=208.37=200.00|1=0=3=15242=47=160.32=23.86=201.75=214.00|1=0=3=15243=47=147.78=23.86=205.36=189.00|1=0=3=15244=47=149.71=23.86=205.65=189.00|1=0=3=15245=47=155.31=23.86=200.40=188.00|1=0=3=15249=47=150.70=23.86=199.77=201.00|1=0=3=15250=47=149.36=23.86=193.87=216.00|4=1=11=201367=1=47=156.61=23.86=194.51|4=2=12=201367|1=0=24=2691522=47=154.37=23.86=197.90|1=0=24=2691523=47=156.37=23.86=198.38|4=2=12=201367=1,,,,,带上相爱之人去参加少女之灵的婚礼吧,婚礼用的花环应该要编织好了，去找老奶奶一起参加婚礼吧,2210,Activity_22002210_accept,Activity_22002210_finish,0,,,,,,,9
22002220,22002210,,梦之章,,26,2280,彩虹之约,30,25=0,0=0,25=0,,2,,2,2,,15236=47,15237=47,,,,,,,1,1,1,2,1,0,1,,,,,,3|201364=1|47=155.11=23.86=196.50,,在少女之灵开心的目光下，给少女之灵戴上花环,3|201365=1|47=159.26=23.86=198.57,,品尝一下酿酒师带来的好酒吧,3|201366=1|47=159.26=23.86=198.57,,前几日抓到的野猪肉也做成了好菜，快去尝尝吧,,,,,,,2,1=0=11=201364=1=47=154.33=23.86=198.24|4=1=12=201364=1|4=1=11=201365=1=47=159.26=23.86=198.57|4=2=12=201365=1|4=2=11=201366=1=47=159.26=23.86=198.57|4=3=12=201366=1,,,,,取来了花环，少女之灵已经等待多时了,青年之灵在旁边紧张的搓搓手，跟他聊聊缓解他的紧张吧,2210,Activity_22002220_accept,Activity_22002220_finish,0,,,,,,,9
22002230,22002220,,梦之章,,26,2280,彩虹之约,30,25=0,0=0,25=0,,2,,2,2,,15236=47,15236=47,,,,,,,1,1,1,2,1,0,1,,,,,,23|17=1|47=147.89=23.87=196.47,2=0,摆出一些好看的姿势，为婚礼制造气氛吧,23|18=1|47=147.89=23.87=196.47,2=0,,23|20=1|47=147.89=23.87=196.47,2=0,,,,,,,,1,,,,,,婚礼就要开始了，少女之灵和青年之灵都换上了好看的礼服,婚礼的最后，少女之灵和青年之灵站立在神父面前,2210,Activity_22002230_accept,Activity_22002230_finish,0,,,,,,,9
22002240,22002230,,梦之章,,26,2280,彩虹之约,30,25=0,0=0,25=0,,2,,2,1,,15245=47,15245=47,,,,,,,1,1,1,2,1,0,1,,,,,,1|15245=47,Activity_22002240_exec,找到婚礼上的见证人，和他一起说出婚礼的誓词,,,,,,,,,,,,,2,3=0=4=15236|3=0=4=15237|3=0=4=15238|3=0=4=15239|3=0=4=15240|3=0=4=15241|3=0=4=15242|3=0=4=15243|3=0=4=15244|3=0=4=15245|3=0=4=15246|3=0=4=15247|3=0=4=15248|3=0=4=15249|3=0=4=15250|3=0=25=2691522|3=0=25=2691523|3=0=19=12003,,,,1940010,跟婚礼见证人一起见证少女之灵和青年之灵的婚礼吧,婚礼结束了，少女之灵和青年之灵的身影慢慢的消失在大家面前,2210,Activity_22002240_accept,Activity_22002240_finish,0,,,,,,,9
22002251,,,攻城战前准备,,27,22002251,gvg任务前置,30,60=0,0=0,60=0,,2,,0,0,,1226=7,0=0,,,,,,,1,3,2,2,1,0,1,,,,,,1|1226=7,Activity_22002251_exec,找到骑士团成员卡留斯，询问他需要什么帮助吧！,,,,,,,,,,,,,2,,,,,,攻城战马上就要开始了，请到普隆德拉协助骑士团完成战前准备吧！,,2211,,,0,,,,,,,9
22002250,22002251,,修复攻城装备,,27,22002250,gvg备战任务,30,60=0,0=0,60=0,,2,,0,0,,21014=101,21014=101,,,,,,,1,1,1,2,1,0,1,,,,,,3|201402=1|101=92.67=17.82=135.78,,修复城中受损的拒马，为攻城战做好准备！,3|201403=1|101=190.65=17.82=136.00,,,3|201404=1|101=117.29=17.82=182.34,,,,,,,,,1,1=0=11=201402=1=101=92.39=17.82=135.81|1=0=11=201403=1=101=190.65=17.82=136.00|1=0=11=201404=1=101=117.29=17.82=182.34|4=1=12=201402=1|4=2=12=201403=1|4=3=12=201404=1,,,,8300200,前往瓦尔基里领域，找到城里的士兵询问他们需要什么帮助吧！,已经将受损的武器修复好了，回去告诉士兵吧！,2211,Activity_22002250_accept,Activity_22002250_finish,0,,,,,,,9
22002252,22002251,,战前的武器准备,,27,22002252,gvg备战任务,30,60=0,0=0,60=0,,2,,0,0,,21015=101,21015=101,,,,,,,1,1,1,2,1,0,1,,,,,,3|201405=1|101=109.99=17.82=79.58,,在城中寻找矿点，开采到足够的矿石,3|201406=1|101=109.99=17.82=79.58,,,3|201407=1|101=109.99=17.82=79.58,,,3|201408=1|101=109.99=17.82=79.58,,,,,,1,1=0=11=201405=1=101=106.72=17.82=77.53|1=0=11=201406=1=101=108.42=17.82=75.59|1=0=11=201407=1=101=103.35=17.82=78.95|1=0=11=201408=1=101=106.03=17.82=74.67|4=1=12=201405=1|4=2=12=201406=1|4=3=12=201407=1|4=4=12=201408=1,,,,8300225,前往瓦尔基里领域，找到城里的士兵询问他们需要什么帮助吧！,开采矿石获得了足够的材料，快回去交给士兵吧,2211,Activity_22002252_accept,Activity_22002252_finish,0,,,,,,,9
22002260,22002251,,战前声援,,27,22002260,gvg备战任务,30,60=0,0=0,60=0,,2,,0,0,,21020=102,21020=102,,3060811=15,,,,,1,1,1,2,1,0,1,,,,,,15|3060811=15|102=42.30=25.96=174.24,,清除附近蠢蠢欲动的魔物，并收集一些好看的花朵吧~,,,,,,,,,,,,,2,1=0=7=170033=15=102=38.65=25.96=173.60=5|4=1=8=170033=15,,,,8300210,前往布里托尼亚，找到里面的士兵询问他们需要什么帮助吧,收集到足够的花朵了，快去交给守城的士兵吧,2211,Activity_22002260_accept,Activity_22002260_finish,0,,,,,,,9
22002270,22002251,,收集情报,,27,22002270,gvg备战任务,30,60=0,0=0,60=0,,2,,0,0,,21020=102,21020=102,,,,,,,0,1,1,2,1,0,1,,,,,,9|0=1|102=113.33=25.96=152.69,,找一处地方，拍下布里托尼亚的照片吧,1|21022=102,Activity_22002270_exec,旁边的士兵出声喝止,,,,,,,,,,2,4=1=14=2=21022=12374,,,,8300220,前往布里托尼亚，找到里面的士兵询问他们需要什么帮助吧,将布里托尼亚的照片交给士兵,2211,Activity_22002270_accept,Activity_22002270_finish,0,,,,,,,9
