MainSonId,FunctionID,ActivityName,Remarks,FatherId,ShowTime,StartTime,TimeDay,DayTime,ExtraTime,AwardID,Sort,ShowType,AtlasName,IconNameOne,IconNameTwo,IconNameThree,AtlasNameFour,IconNameFour,ServerLevelLimit,PlayerType,TotalTimes,DayTimes,ResetTimeType,ActivityForm,AcitiveText,BaseLevelShow,Target,ButtonTxt,AwardId,LimitAndRank,PreNotice,IsShow,PreTaskId,ActType,Openparam,RankMainId,GoalType
1063,0,宴会狂欢,宴会狂欢,200,20201127=050000|20201202=050000,20201127=050000|20201202=050000,,,,,20,0,Festival,UI_Festival_39_BtnImage01.png,宴会狂欢,UI_Festival_10_lihui.png,Festival,UI_Festival_Dinner.png,0=999,1,,,                                                                                                                                   ,1,活动期间参与公会宴会，吃下食物时会获得额外2倍的铜币和公会贡献，同时能获得额外道具奖励，有概率获得好东西哦！,1,4=0,,8060180,,,1,,8,308,,
1905,14030,15日签到礼,15日活跃签到,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,60,5,Festival,UI_Festival_36_BtnImage01.png,<color=#3e2c23>15日签到礼</color>|<color=#6c5b43>太珍儿限定</color>,,Festival,UI_Festival_Taizhener.png,0=999,2,,,2,1,,0,,,,,,1,,20,,,
1906,14030,15日签到礼,15日萌新签到,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,61,5,Festival,UI_Festival_36_BtnImage01.png,<color=#3e2c23>15日签到礼</color>|<color=#6c5b43>太珍儿限定</color>,,Festival,UI_Festival_Taizhener.png,0=999,4,,,2,1,,0,,,,,,1,,20,,,
1907,14030,15日签到礼,15日回归签到,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,62,5,Festival,UI_Festival_36_BtnImage01.png,<color=#3e2c23>15日签到礼</color>|<color=#6c5b43>太珍儿限定</color>,,Festival,UI_Festival_Taizhener.png,0=999,8,,,2,1,,0,,,,,,1,,20,,,
2100,14030,15日签到礼,15日新服签到,220,20210328=050000|20210430=045900,20210328=050000|20210430=045900,,,,,23,5,Festival_New,UI_FestivalNew_Btn_03_zy.png,<color=#ffffff>上线纪念</color>|<color=#402e23>15日签到礼</color>,,Festival,UI_Festival_15riBG_liwu.png,0=999,1,,,2,1,<color=#846F58>冒险者，欢迎你的加入，在新服活动期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在RO的每一天都充实快乐！</color>,0,,,,,,1,,20,,,
2101,1900,委托经验狂欢,五倍,210,20201210=050000|20201215=050000,20201210=050000|20201215=050000,,,,,10,10,Festival,UI_Festival_Trust.png,<size=66>委托</size>经验狂欢,,Festival,UI_Festival_Trust.png,70=999,1,,,,,,,1=118,立即委托,,,,1,,29,,,
2200,15030,15日签到礼,15日签到礼,210,20210507=050000|20210606=235900,20210507=050000|20210606=235900,,,,,23,27,Festival,UI_Festival_77_BtnImage01_wcx.png,<color=#ffffff>周年庆</color>|<color=#402e23>15日签到礼</color>,,Festival,UI_Festival_PaidSign_wcx.png,0=999,1,,,2,1,<color=#846F58>冒险者，欢迎你的加入，在周年庆期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在RO的每一天都充实快乐！</color>,0,,,,,,1,,45,,,
6100,16100,附魔行动,附魔行动,210,20201210=050000|20201217=050000,20201210=050000|20201217=050000,,,,,18,11,Festival,UI_Festival_42_BtnImage01.png,附魔行动,,Festival,UI_Festival_pass.png,70=999,1,,,,1,,1,1=16100,前往,,,,1,,30,,,
6101,0,附魔行动,附魔行动,210,20201210=050000|20201217=050000,20201210=050000|20201217=050000,,,,,18,11,Festival,UI_Festival_42_BtnImage01.png,附魔行动,,Festival,UI_Festival_pass.png,70=999,1,,,,1,,1,1=16100,前往,,,,2,,8,311,,
7100,17100,精炼行动,精炼行动,210,20210607=050000|20210608=050000,20210607=050000|20210608=050000,,,,,18,26,Festival,UI_Festival_102_BtnImage01_zz.png,本活动仅检测身上穿戴装备的精炼等级,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=17100,前往,,810=0=2600=0=1=0=0=0,,1,,46,,2600,131
1205,8001,绵绵岛冬日补给,绵绵岛冬日补给,210,20201205=050000|20201212=235900,20201205=050000|20201212=235900,,,,,30,0,Festival,UI_Festival_03_BtnImage01.png,绵绵岛冬日补给,UI_Festival_03_lihui.png,Festival,UI_Festival_mianmiandao.png,0=999,1,,1,2,1,绵绵岛来的猫猫们这次更新了携带的礼物，快点去南门找他们吧！,1,1=8001,前往,8060130,,,1,,3,,,
1908,1882,嘉年华补给站,,210,20191212=050000|20200112=235900,20191212=050000|20200112=235900,,,,,20,4,Festival,UI_Festival_24_BtnImage01.png,,,,,0=999,1,,,,,,,,,,,,1,,19,,,
1064,0,勇者的荣耀,PVP活动掉落增加,210,20201209=050000|20201214=050000,20201209=050000|20201214=050000,,,,,40,0,Festival,UI_Festival_06_BtnImage01.png,勇者的荣耀,UI_Festival_06_lihui.png,Festival,UI_Festival_GVGBG.png,0=999,1,,,                                                                                                                                   ,1,活动期间参与战场和擂台会获得1.5倍的勇气勋章奖励，还有概率获得勇者的荣耀礼包,1,1=15003,前往,8060050,,,1,,8,302,,
2110,1910,十字军福利,新职业福利,210,20201212=050000|20210112=050000,20201212=050000|20210112=050000,,,,,20,12,Festival,UI_Festival_37_BtnImage01.png,十字军福利,,,,70=999,1,,,,,,,,,,,,1,,31,310,,
1206,0,助战十字军福利,助战十字军福利,210,20201212=050000|20210112=050000,20201212=050000|20210112=050000,,,,,22,0,Festival,UI_Festival_34_BtnImage01.png,助战十字军福利,UI_Festival_03_lihui.png,Festival,UI_Festival_Zhuzhan.png,0=999,1,,,2,1,活动期间助战<color=$$Yellow$$>十字军职业</color>玩家会获得<color=$$Yellow$$>额外50%</color>的协同之证奖励，快来助战吧！,1,1=3070,前往,8060170,,,2,,8,310,,
1207,12010,BINGO游戏,BINGO游戏,200,20201023=050000|20201029=050000,20201023=050000|20201027=050000,,,20201027=050000|20201029=050000,8057011=1|8057012=3|8057013=5|8057014=10|8057015=14,2,0,Festival,UI_Festival_02_BtnImage01.png,BINGO游戏,UI_Festival_02_lihui.png,Festival,UI_Festival_BingoBG.png,0=60,1,,,2,1,参与日常活动，获取数字宝箱，点亮数字，达成BINGO，赢取丰厚奖励！,1,1=12010,前往,8060010,,,1,,4,,,
1208,8001,绵绵岛新服补给,绵绵岛特别补给,200,20201023=050000|20201030=235900,20201023=050000|20201030=235900,,,,,1,0,Festival,UI_Festival_03_BtnImage01.png,绵绵岛新服补给,UI_Festival_03_lihui.png,Festival,UI_Festival_mianmiandao.png,0=45,1,,1,2,1,迎接新人，南门海边停靠了绵绵岛来的补给船只，还不赶快去看看,1,1=8001,前往,8060030,,,1,,3,,,
1909,14022,雪花之愿,雪花之愿,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,13,17,Festival,UI_Festival_48_BtnImage01.png,雪花之愿,,,,0=999,1,,,,,四个头饰奖池均获得后解锁时装、载具奖池！首抽免费！,,,,,,,1,,32,,,
4010,0,魔物的雪花节,日常挂机特殊掉落,210,20201217=050000|20201224=050000,20201217=050000|20201224=050000,,,,,61,0,Festival,UI_Festival_52_BtnImage01.png,魔物的雪花节,UI_Festival_12_lihui.png,Festival,UI_Festival_MowuShengdan2.png,0=999,1,,,2,1,活动期间，野外普通魔物被狩猎后会有额外特殊掉落哦~,0,4=0,,8060190,,,1,,8,309,,
4011,0,雪原探宝,每日额外采集,210,20201217=050000|20201224=050000,20201217=050000|20201224=050000,,,,,62,0,Festival,UI_Festival_53_BtnImage01.png,雪原探宝,UI_Festival_12_lihui.png,Festival,UI_Festival_shihuangBG.png,0=999,1,,,2,1,在姜饼城原野出现了一些魔法雪堆！去找找看吧！能遇见意想不到的收获呢！<color=#e77e0e>普通奖励每日最多获得4次，惊喜奖励每日最多获得2次。</color>,0,4=0,,8060200,,,1,,27,,,
4012,4012,雪仗原激战,打雪仗PVP,210,20201217=050000|20201224=050000,20201217=050000|20201224=050000,,110000=130000|160000=180000|220000=235959,,,63,0,Festival,UI_Festival_50_BtnImage01.png,雪仗原激战,UI_Festival_12_lihui.png,Festival,UI_Festival_Xueyuanjizhan.png,0=999,1,,,2,5,叫上小伙伴一起来打雪仗吧！！<color=#e77e0e>每日最多参加3次。</color>单局内根据对战结果获得积分和奖励！冒险者也可以在格丽塔处查看7天的总积分榜！,0,3=60901,前往,8060210,0=0=2500=0=0=0=0=0,60=29147,1,,26,,2500,
4013,0,来堆雪波利吧,全服目标,210,20201217=050000|20201224=050000,20201217=050000|20201224=050000,,,,,64,13,Festival,UI_Festival_51_BtnImage01.png,来堆雪波利吧,UI_Festival_12_lihui.png,Festival,UI_Festival_Shengdan.png,0=999,1,,,2,5,将其他活动中收集到的材料交给阿尔什！帮助她一起堆超大的雪波利吧！<color=#e77e0e>雪波利每日只解锁一阶段，3种材料至少提交过1次才可获得阶段奖励。</color>,0,3=60935,前往观赏,8060220,,,1,,28,,,
1209,0,测试热更上限,测试热更上限,210,20201224=100000|20201227=050000,20201224=100000|20201227=050000,,,,,23,0,Festival,UI_Festival_34_BtnImage01.png,助战十字军福利,UI_Festival_03_lihui.png,Festival,UI_Festival_Zhuzhan.png,0=999,1,,,2,1,活动期间助战<color=$$Yellow$$>十字军职业</color>玩家会获得<color=$$Yellow$$>额外50%</color>的协同之证奖励，快来助战吧！,1,1=3070,前往,8060170,,,2,,8,312,,
3004,12001,宝藏猎人,配合韩国配置，不开,200,20201029=050000|20201105=050000,20201029=050000|20201105=050000,,213000=233000,,,10,0,Festival,UI_Festival_01_BtnImage01.png,宝藏猎人,UI_Festival_01_lihui.png,Festival,UI_Festival_TreasureHunterBG.png,0=999,1,,3,2,1,成为一名宝藏猎人，寻找神秘魔物掩藏的宝藏，有机会勘探出惊喜奖励！,1,1=12001,前往,8060110,,,1,6001000,2,22001010,,
1104,3200,博仁斯攻略战,博仁斯攻略战,210,20210106=050000|20210112=050000,20210106=050000|20210110=050000,,213000=233000,20210106=050000|20210112=050000,,5,0,Festival,UI_Festival_05_BtnImage01.png,博仁斯攻略战,UI_Festival_05_lihui.png,Festival,UI_Festival_gonglvezhanBG.png,0=999,1,,,2,1,前往博仁斯遗址，对抗敌对势力，收集盐桩碎片，兑换优质奖励吧！,1,1=3202,前往,8060040,802=0=2001=38=1=今日积分=总积分=每日上限|801=4000=0=38=2=今日碎片=总碎片=每日上限,900=70001,1,,7,401=5411330|今日博仁斯攻略战结束啦|本次博仁斯攻略战圆满结束啦,2001,
1210,12011,海姆竞速,海姆竞速,210,20210115=050000|20210119=050000,20210115=050000|20210118=050000,,,20210118=050000|20210119=050000,,15,14,Festival,UI_Festival_70_BtnImage01.png,赫尔海姆竞速,UI_Festival_03_lihui.png,Festival,UI_Festival_Zhuzhan.png,0=999,1,,,,4,活动期间参与赫尔海姆扰动玩法，尽全力去争取最快的速度吧！,1,1=5020,前往,8060170,0=0=1300=0=0=今日积分=总积分=每日上限,,1,,33,,1300,
1212,1212,战斗的渴望,周末挂机活动,210,20210123=050000|20210125=050000,20210123=050000|20210125=050000,,,,,25,0,Festival,UI_Festival_guajihuodong.png,战斗的渴望,,Festival,UI_Festival_GuaJiBG.png,0=999,1,,,2,1,活动期间，玩家每日可以获得额外60分钟挂机时间和60分钟魔物驱逐时间，第二天时间会重置，不会累加,1,1=5120,前往,8060230,,,1,,34,60=1|60=2,,
1911,1883,嘉年华补给站,,210,20191212=050000|20200112=235900,20191212=050000|20200112=235900,,,,,20,4,Festival,UI_Festival_24_BtnImage01.png,,,,,0=999,1,,,,,,,,,,,,1,,19,,,
1215,12010,BINGO游戏,国服不开占位,200,20201023=050000|20201029=050000,20201023=050000|20201027=050000,,,20201027=050000|20201029=050000,8057011=1|8057012=3|8057013=5|8057014=10|8057015=14,23,0,Festival,UI_Festival_02_BtnImage01.png,BINGO游戏,UI_Festival_02_lihui.png,Festival,UI_Festival_BingoBG.png,0=60,1,,,2,1,参与日常活动，获取数字宝箱，点亮数字，达成BINGO，赢取丰厚奖励！,1,1=12010,前往,8060010,,,1,,4,,,
1216,0,超极限挑战,极限挑战活动掉落增加,210,20201023=050000|20201029=050000,20201023=050000|20201029=050000,,,,,35,0,Festival,UI_Festival_10_BtnImage01.png,超极限挑战,UI_Festival_10_lihui.png,Festival,UI_Festival_JiXianBG.png,0=75,1,,,                                                                                                                                   ,3,活动期间参与极限挑战，基础经验和铜币奖励变为1.5倍，有概率获得额外礼包,1,1=5140,前往,8060070,,,1,,8,303,,
4100,4200,祓除灾厄迎新春,春节世界BOSS击杀,210,20210204=050000|20210206=050000,20210204=080000|20210206=050000,,090000=093000|120000=123000|180000=183000,,,20,15,Festival,UI_Festival_55_BtnImage01.png,祓除灾厄迎新春,,Festival,UI_Festival_SpringBoss.png,0=999,1,,,2,5,玩具商人的玩偶被魔力雪花赋予了生命四散逃跑，巴风特之影混入其中，要在节日期间预谋大计划，快去讨伐吧！记得巧用爆竹哦！,1,,前往,8590010,,60=29202,1,,36,,,
4101,,祓除灾厄迎新春,春节世界BOSS击杀,210,20210204=050000|20210206=080000,20210205=080000|20210206=050000,,090000=093000|120000=123000|180000=183000,,,21,,Festival,UI_Festival_55_BtnImage01.png,祓除灾厄迎新春,,Festival,UI_Festival_SpringBoss.png,0=999,1,,,2,5,,1,,前往,8590020,,60=29202,2,,37,,,
4102,4200,祓除灾厄迎新春,春节世界BOSS击杀,210,20210206=050100|20210207=050000,20210206=080000|20210207=050000,,190000=200000,,,22,15,Festival,UI_Festival_55_BtnImage01.png,祓除灾厄迎新春,,Festival,UI_Festival_SpringBoss.png,0=999,1,,,2,5,玩具商人的玩偶被魔力雪花赋予了生命四散逃跑，巴风特之影混入其中，要在节日期间预谋大计划，快去讨伐吧！记得巧用爆竹哦！,1,,前往,8590030,,300=29203,1,,36,,,
1912,14022,新春星愿,新春星愿,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,14,18,Festival,UI_Festival_90_BtnImage01.png,新春星愿,,,,0=999,1,,,,,四个头饰奖池均获得后解锁时装、载具奖池！首抽免费！,,,,,,,1,,32,,,
1217,0,谁是MVP！,MVP参与奖额外奖励,210,20200912=050000|20200919=050000,20200912=050000|20200919=050000,,,,,9,0,Festival,UI_Festival_08_BtnImage01.png,谁是MVP！,UI_Festival_08_lihui.png,Festival,UI_Festival_MvpBG.png,0=999,1,,,2,1,活动期间，MVP刷新时间降低，获得参与奖会获得额外礼包，可随机开出坐骑培养道具,1,1=5100,前往,8060060,,,1,,9,,,
1218,0,谁是MVP！,MVP额外参与次数,210,20200912=050000|20200919=050000,20200912=050000|20200919=050000,,,,,9,0,Festival,UI_Festival_08_BtnImage01.png,谁是MVP！,UI_Festival_08_lihui.png,Festival,UI_Festival_MvpBG.png,0=999,1,,,2,1,活动期间，MVP刷新时间降低，获得参与奖会获得额外礼包，可随机开出坐骑培养道具,1,1=5100,前往,8060060,,,2,,10,,,
1421,14015,米莉的好运厨房,春节活动年夜饭,210,20210204=050000|20210207=050000,20210204=050000|20210207=050000,,,,,10,0,Festival,UI_Festival_63_BtnImage01.png,米莉的好运厨房,,Festival,UI_Festival_SpringFestivalBG_01.png,0=999,1,,,2,1,通过完成委托、击杀魔物获得饭票，前往米莉的好运厨房兑换美味菜肴，获得丰厚奖励！,1,1=14015,前往,8060310,,,1,,35,,,
1422,0,活动掉落额外,春节活动年夜饭,210,20210204=050000|20210207=050000,20210204=050000|20210207=050000,,,,,11,0,Festival,UI_Festival_63_BtnImage01.png,春节活动,,Festival,UI_Festival_SpringFestivalBG_01.png,0=999,1,,,2,1,,1,1=3202,,8060310,,,2,,8,314,,
7000,17000,神话现世,神话现世,210,20210204=050000|20210301=050000,20210204=050000|20210301=050000,,,,,30,19,Festival,UI_Festival_legend_BtnImage01.png,神话现世,,Festival,UI_Festival_pass.png,0=999,1,,,,1,活动时间：2月4日至3月1日\n获得神话套装将获得珍藏版LOGO!,1,3=7180,前往,,,,1,,15,,,
1423,14030,15日签到礼,新年新服签到,210,20210212=050000|20210309=050000,20210212=050000|20210309=050000,,,,,70,5,Festival,UI_Festival_91_BtnImage01.png,<color=#342d25>15日签到礼</color>|<color=#786561>喜迎新年</color>,,Festival,UI_Festival_15riBG.png,0=44,1,,,2,1,<color=#786561>亲爱的冒险者，新年快乐！我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在新的一年平安喜乐，收获满满！</color>,0,,,,,,1,,20,,,
1424,14030,15日签到礼,新年活跃签到,210,20210212=050000|20210309=050000,20210212=050000|20210309=050000,,,,,71,5,Festival,UI_Festival_91_BtnImage01.png,<color=#342d25>15日签到礼</color>|<color=#786561>喜迎新年</color>,,Festival,UI_Festival_15riBG.png,45=999,2,,,2,1,<color=#786561>亲爱的冒险者，新年快乐！我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在新的一年平安喜乐，收获满满！</color>,0,,,,,,1,,20,,,
1425,14030,15日签到礼,新年萌新签到,210,20210212=050000|20210309=050000,20210212=050000|20210309=050000,,,,,72,5,Festival,UI_Festival_91_BtnImage01.png,<color=#342d25>15日签到礼</color>|<color=#786561>喜迎新年</color>,,Festival,UI_Festival_15riBG.png,45=999,4,,,2,1,<color=#786561>亲爱的冒险者，新年快乐！我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在新的一年平安喜乐，收获满满！</color>,0,,,,,,1,,20,,,
1426,14030,15日签到礼,新年回归签到,210,20210212=050000|20210309=050000,20210212=050000|20210309=050000,,,,,73,5,Festival,UI_Festival_91_BtnImage01.png,<color=#342d25>15日签到礼</color>|<color=#786561>喜迎新年</color>,,Festival,UI_Festival_15riBG.png,45=999,8,,,2,1,<color=#786561>亲爱的冒险者，新年快乐！我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在新的一年平安喜乐，收获满满！</color>,0,,,,,,1,,20,,,
1913,1881,初春限定礼,,210,20200219=000000|20200319=235900,20200219=000000|20200319=235900,,,,,51,4,Festival,UI_Festival_56_BtnImage01.png,,,,,0=999,1,,,,,,,,,,,,1,,19,,,
2111,1910,炼金术士福利,炼金术士福利,210,20210228=050000|20210328=050000,20210228=050000|20210328=050000,,,,,100,12,Festival,UI_Festival_BG_LianJin.png,炼金术士福利,,Festival,UI_Festival_LianJinBG1.png,70=999,1,,,,,,,,,,,,1,,31,310,,
2112,0,助战炼金术士福利,助战炼金术士福利,210,20210228=050000|20210328=050000,20210228=050000|20210328=050000,,,,,101,0,Festival,UI_Festival_BG_LianJin.png,助战炼金术士福利,,Festival,UI_Festival_LianJinBG1.png,70=999,1,,,2,1,活动期间助战<color=$$Yellow$$>炼金术士职业</color>玩家会获得<color=$$Yellow$$>额外35%</color>的协同之证奖励，快来助战吧！,1,1=3070,前往,8060170,,,2,,8,310,,
1219,12010,BINGO游戏,BINGO游戏,210,20201023=050000|20201029=050000,20201023=050000|20201027=050000,,,20201027=050000|20201029=050000,8057011=1|8057012=3|8057013=5|8057014=10|8057015=14,2,0,Festival,UI_Festival_02_BtnImage01.png,BINGO游戏,UI_Festival_02_lihui.png,Festival,UI_Festival_BingoBG.png,0=60,1,,,2,1,参与日常活动，获取数字宝箱，点亮数字，达成BINGO，赢取丰厚奖励！,1,1=12010,前往,8060010,,,1,,4,,,
1220,8001,绵绵岛新服补给,绵绵岛特别补给,210,20201023=050000|20201030=235900,20201023=050000|20201030=235900,,,,,1,0,Festival,UI_Festival_03_BtnImage01.png,绵绵岛新服补给,UI_Festival_03_lihui.png,Festival,UI_Festival_mianmiandao.png,0=45,1,,1,2,1,迎接新人，南门海边停靠了绵绵岛来的补给船只，还不赶快去看看,1,1=8001,前往,8060030,,,1,,3,,,
1914,14026,春日寻宝,春日寻宝,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,14,18,Festival,UI_Festival_wcx_57.png,新春星愿,,,,0=999,1,,,,,四个头饰奖池均获得后解锁时装、载具奖池！首抽免费！,,,,,,,1,,32,,,
1427,14030,15日签到礼,春天新服签到,210,20210319=050000|20210419=050000,20210319=050000|20210419=050000,,,,,74,5,Festival,UI_Festival_92_BtnImage01_zz.png,<color=#f4a1b4>15</color><color=#8ce2c5>日签到礼</color>|<color=#d46579>春日出游季</color>,,Festival,UI_Festival_HuiGuichunri4BG.png,0=44,1,,,2,1,,0,,,,,,1,,20,,,
1428,14030,15日签到礼,春天活跃签到,210,20210319=050000|20210419=050000,20210319=050000|20210419=050000,,,,,75,5,Festival,UI_Festival_92_BtnImage01_zz.png,<color=#f4a1b4>15</color><color=#8ce2c5>日签到礼</color>|<color=#d46579>春日出游季</color>,,Festival,UI_Festival_HuiGuichunri4BG.png,45=999,2,,,2,1,,0,,,,,,1,,20,,,
1429,14030,15日签到礼,春天萌新签到,210,20210319=050000|20210419=050000,20210319=050000|20210419=050000,,,,,76,5,Festival,UI_Festival_92_BtnImage01_zz.png,<color=#f4a1b4>15</color><color=#8ce2c5>日签到礼</color>|<color=#d46579>春日出游季</color>,,Festival,UI_Festival_HuiGuichunri4BG.png,45=999,4,,,2,1,,0,,,,,,1,,20,,,
1430,14030,15日签到礼,春天回归签到,210,20210319=050000|20210419=050000,20210319=050000|20210419=050000,,,,,77,5,Festival,UI_Festival_92_BtnImage01_zz.png,<color=#f4a1b4>15</color><color=#8ce2c5>日签到礼</color>|<color=#d46579>春日出游季</color>,,Festival,UI_Festival_HuiGuichunri4BG.png,45=999,8,,,2,1,,0,,,,,,1,,20,,,
1601,0,紫色卡片结晶额外掉落（不显示）,紫色卡片结晶额外掉落（不显示）,210,20210316=050000|20230207=050000,20210316=050000|20230207=050000,,,,,11,0,Festival,UI_Festival_63_BtnImage01.png,紫色卡片结晶额外掉落（不显示）,,Festival,UI_Festival_SpringFestivalBG_01.png,0=999,1,,,,,,1,,,,,,2,,8,315,,
